source_id,job_title,job_description,company_name,mid_salary_sgd,pay_period,country_location,city_location
49,Backend Developer,"About theAsianparent:
theAsianparent is a reproductive health-tech company that reaches out to 30 million mothers every month through our parenting website and app. Our vision is to improvethe overall health of pregnant women, mothers and families in South East Asia by helping them navigatetheir most important moments with data-driven solutions and information in the form of content, community and physical products.
Headquartered in Singapore, theAsianparent has offices in Vietnam, Indonesia, Malaysia, the Philippines, Thailand, India, Sri Lanka, Hong Kong and Nigeria. Our investors include Fosun, JD.com,Vertex Ventures and others.

Link: https://tickledmedia.com// https://sg.theasianparent.com/ We are looking for a Backend Engineers with 4+ years of experience to join our team. This is unique opportunity for a driven and insightful quality analyst to join the leading growth-stage start up in the most meaningful segment of the economy(parents) in the core market of Singapore. This is arole where careers are made, if you are upto the challenge, and keen to work with world-class teams

JD for MMC backend developer JOB

DESCRIPTION : Html, CSS, WordPress, Core PHP, javascript,

MUST Know - Woocommerce, E-commerce background is an advantage

RESPONSIBILITIES:
1. Designing and implementing new features and functionality

2. Establishing and guiding the website’s architecture

3. Ensuring high-performance and availability, and managing all technical aspects of the CMS

4. Keep up on the latest trends and best practices in web development

QUALIFICATIONS & SKILLS FRONTEND

1. Good understanding of front-end technologies, including HTML5, CSS3, JavaScript, jQuery

2. Excellent knowledge of WooCommerce and WordPress

3. Strong understanding and experience with SASS

4. Experience with responsive design without dependence on frameworks

BACKEND

1. Strong experience with custom WordPress theme development, including accommodating full user editability, complex layouts, and plugins that require theme customization – we don’t work with prebuilt themes so it is important to have the ability to create complex setups from scratch

2. Experience creating custom themes for use with WooCommerce

3. Experience with creating custom WordPress plugins is a plus

4. Thorough understanding of custom post types and taxonomies

5. Strong understanding of PHP and Mysql back-end development

6. An understanding of programming security best practices

7. Familiarity with issues in web design & development and accessibility is a plus

8. Familiarity with using git for source control is a plus

9. Understanding of SEO is plus

10. Knowledge of RESTful APIs

11. Proficient in integrating payment gateway on the website and managing payment gateway API's",Vertex Software,55000.0,Annual,China,Xi'an
50,PHP Developer,"What the role demands

We are looking for a PHP Developer responsible for managing back-end services and the interchange of data between the server and the users. Your primary focus will be the development of all server-side logic, definition, and maintenance of the central database, and ensuring high performance and responsiveness to requests from the front-end. You will also be responsible for integrating the front-end elements built by your co-workers into the application. Therefore, a basic understanding of front-end technologies is necessary as well.

Responsibilities
Integration of user-facing elements developed by front-end developers
Build efficient, testable, and reusable PHP modules
Solve complex performance problems and architectural challenges
Integration of data storage solutions.
Skills And Qualifications
Strong knowledge of PHP web frameworks such as CakePHP.
Understanding the fully synchronous behavior of PHP
Understanding of MVC design patterns
Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3
Knowledge of object-oriented PHP programming
Understanding accessibility and security compliance.
Strong knowledge of the common PHP or web server exploits and their solutions
Understanding fundamental design principles behind a scalable application
User authentication and authorization between multiple systems, servers, and environments
Integration of multiple data sources and databases into one system
Familiarity with limitations of PHP as a platform and its workarounds
Creating database schemas that represent and support business processes
Familiarity with SQL/NoSQL databases and their declarative query languages
Proficient understanding of code versioning tools, such as Git",QuantumLeaf Ventures,79000.0,Annual,China,Shanghai
51,Backend Developer,"Key responsibilities:
Design, code, analyse, and test systems on Joyride iOS app
End to end feature development on mobile frontend
Writing high performance and modular front-end code
Work closely with the design and product teams to implement and polish design mocks on a precise, detailed level

Skills Required:
3+ years of experience on mobile frontend on iOS platform for a consumer business
Very good at CS fundamentals, Code design and Object-oriented programming
Expertise in writing high performant and modular front-end code
Extremely detail-oriented, with a knack for design details
Strong empathy for end-user experience
Self-driven, self motivated, and comfortable with deadlines and fast iteration cycles
Experience in unit testing
Excellent interpersonal and communication skills
Bachelors or Masters in engineering from top tier institutes, preferably related to Computer Science
Knowledge of android or backend will be a plus
Website : http://www.kiwiup.com/
Job Location : Bangalore
Years of Experience : 3 Yrs - 8 Yrs
Annual CTC : 1,000,000 - 3,000,000
Venue : 4th Floor ZedOne CONSTRUCTION BUILDING, 6, 20th Main Rd, next to SAPNA BOOK HOUSE, KHB Colony, 7th Block, Koramangala, Bengaluru, Karnataka 560095, 560095",Pioneer Data,9125.0,Monthly,Singapore,Singapore
52,DevOps Engineer,"Airbus Group India Private Limited

Airbus is a global leader in aeronautics, space and related services. In 2019 it generated revenues of € 70.5 billion and employed a workforce of around 134,000. Airbus offers the most comprehensive range of passenger airliners. Airbus is also a European leader providing tanker, combat, transport and mission aircraft, as well as one of the world’s leading space companies. In helicopters, Airbus provides the most efficient civil and military rotorcraft solutions worldwide.

Our people work with passion and determination to make the world a more connected, safer and smarter place. Taking pride in our work, we draw on each other's expertise and experience to achieve excellence. Our diversity and teamwork culture propel us to accomplish the extraordinary - on the ground, in the sky and in space.

Job Description

Now is a unique moment to join Airbus Defense and Space activities in India !

The space and defence industry is facing unprecedented opportunities and challenges in a world that is becoming more complex and less predictable. For instance, deploying payloads into space is becoming much cheaper, which opens up space to new commercial users and entrepreneurial business models.Unmanned aerial vehicles (“drones”) provide deep insight into the well-being of our fragile planet, and allow delivery of payloads into areas that are too dirty, dull or dangerous for human pilots.Drones also hold promise for moving people around congested cities.Meanwhile, the ramifications of conflicts around the world stretch all the way to the core of affluent Western democracies, both offline and online.Threats to critical infrastructure, payment systems and mainstream media for instance illustrate the asymmetric nature of many conflicts, requiring better security and protection in cyberspace.Meanwhile, governments are striving to improve the total cost of ownership of their existing military assets, such as military aircraft.They are also increasingly buying new assets as a service, in the process forcing a business model transformation upon their suppliers.

The Digital Platform which is being created now at Airbus Defence & Space is a crucial foundation for these transformations, as it enables promising internal and external use cases that improve operational performance, open up new markets, and ultimately contribute to making the world a safer place.

Your Role

As a member of our growing DevOps Engineering team, your responsibility is the day to day development and continuous enhancement of the Airbus Digital Platform as a Service (PaaS)

and Infrastructure as a Service (IaaS) layer to meet the demands of our business. The PaaS layer offers business projects across all program lines the vital building blocks they need to create new solutions for either new business services or increasing operational excellence. To be successful, you must have an automation-first mindset and deep expert knowledge in one of the core technical domains of our platform (Cloud, Container Orchestration, Big Data, API Management) as well as sound knowledge in one of the other areas. In your role, you are part of a scrum development team and build services jointly with members of other disciplines.

Your Responsibilities/Tasks

Implement new Infrastructure as a Service (IaaS) and Platform as a Service (PaaS) elements defined by the platform architecture team.
Ensure a smooth transition into operations to meet expected SLAs.
Improve existing IaaS/PaaS elements based on customer feedback, market trends, and runtime information.
Continuously increase the automation level and resilience of the IaaS/PaaS layer, i.e. in terms of self-healing capabilities and zero-touch deployment.
Harden the IaaS/PaaS layer continuously against evolving threats in close collaboration with the security team.
Qualifications

3 to 5+ years of experience in development, coding or operational engineering roles, optimally used to work in a DevOps environment.

Ability to work in a fast-paced, ever changing startup environment.

Proficiency in the following areas:
Cloud Platforms
Experience in Continuous Integration and Continuous Delivery approaches (CI/CD)
OpenShift Container Platform (OCP)/Rancher
Docker / Kubernetes
DevOps Tools (Jenkins, GitLab, Artifactory, Ansible Tower, …)
Programming Languages (Python, Ruby, …)
Test Automation Frameworks (Protractor, Molecule, Serverspec, etc.)
Infrastructure as Code / Configuration as Code
Additionally good to have skill sets in the following areas below:
Databases (MySQL, MS SQL, PostgreSQL, …)
Morpheus (CMP)
Software-defined storage and backup solutions, i.e. Commvault Hedvig
Software-defined networks, i.e. Arista
Privileged Access Management solutions
Identity & Access Management, i.e. Active Directory, Federation, ADFS, and CA
Network Security Components, i.e. Netscaler, Palo Alto, and VPN
3D Processing, i.e. GPUs, XEN
Good conceptual knowledge on the following areas:
Cloud Services
Internet of Things
API Management
Big Data platforms and toolsets
Understanding of the impact of underlying infrastructure (Compute, Network, Storage) is a must.

Understanding of the impact of security on software and how to secure your developments.

DevOps mindset (“you build it, you run it”, taking responsibility for your work, solving problems with automation, transparency, etc.).

Solid communication and interpersonal skills are a must.

Languages: English at Negotiation Level, additional languages (i.e. French, German, Spanish, Italian) are a plus.

Experience in agile project methodologies, optimally SCRUM are a plus.

Work experience in areas such as telecommunications and/or a massively cloud-driven business (cloud provider, social networks, search engines, …) is a major plus.

Success Metrics

Success will be measured in a variety of areas, including but not limited to
Consistently ensure the on-time delivery and quality (first-time-right) of the projects.
Bring innovative cost effective solutions.
Achieve the customer satisfaction.
JOB DISCLAIMER AND NOTIFICATION

We bring to the notice of all concerned that Airbus Group India Pvt. Ltd (hereinafter referred to as “AIG”) follows a fair and merit-based employee selection and recruitment practice.

Airbus Group India does not:

1. Send job offers from free email services including but not limited to Gmail, Rediffmail, Yahoo mail, Hotmail and others.

2. Authorize anyone to either collect money or arrive at any monetary arrangement in return for a job at AIG.

3. Charge / accept any form of consideration or security deposit from job seekers and applicants during any stage of the selection and/ or recruitment process.

4. Request for your credit card number or bank account number.

It has come to our attention that fake job offers under the aegis of Airbus India or Airbus Group India Pvt. Ltd. have been circulated by unauthorized personnel.

On receipt of an interview call for any job at AIG, the candidate may take some measures such as visiting the official website or career site of Airbus to get the contact details to enquire with the Human Resources department of Airbus India regarding such jobs and/or the interview details and any other relevant information.

For further information on Airbus India Careers, please click here.

Please check www.airbus.com to get the contact details and enquire with the company to confirm if any information that you have received are genuine; do not respond to any fraudulent communication.

AIG will not be responsible to anyone acting on an employment offer not directly made by Airbus Group India Pvt Ltd. Anyone making an employment offer in return for money or other type of gain is not authorized by AIG and is not offering an approved job. AIG reserves the right to take legal action, including criminal action, against such individuals/entities.

This job requires an awareness of any potential compliance risks and a commitment to act with integrity, as the foundation for the Company’s success, reputation and sustainable growth.

By submitting your CV or application you are consenting to Airbus using and storing information about you for monitoring purposes relating to your application or future employment. This information will only be used by Airbus.
Airbus is committed to achieving workforce diversity and creating an inclusive working environment. We welcome all applications irrespective of social and cultural background, age, gender, disability, sexual orientation or religious belief.",OrbitWorks Consulting,116500.0,Annual,Singapore,Singapore
53,Flutter Developer,"Job Summary
You will be developing production level apps in Flutter & working with an experienced team.
You will be coordinating with the backend team to integrate API into your application.
You will be ensuring the apps developed have a good customer experience.

Key Skills
Candidate needs good knowledge in dart along with knowledge native andoid/iOS
Should have experience/knowledge in Provider architecture.
Required Experience and Qualifications
Experience in Flutter in necessary.
Knowing how to work with Plugins and Platform-channels is a plus.

Good analytical and problem-solving skills.Â
Design and build advanced applications for the Android platform.Â
Professional development skills using Android Studio/Visual studio/Xcode.Â
Strong knowledge in XML and JSONÂ
Working with external data sources and APIsÂ
Strong knowledge of mobile UI design principles and best practicesÂ
Work on bug fixing and improving application performance.Â
Solid understanding of mobile development life cycle.

Benefits
Great environment to work in.
Community
Flexible hours
00-5.00 Years",Aster Technologies,8458.33,Monthly,China,Hangzhou
54,Backend Developer,"We are looking for an outstanding Senior Backend Developer to be responsible for the coding, innovative design and layout of our website.
Proven software development experience in React JS(Optional), MSSQL, Node JS(Express Framework), MySql, MySql Procedures, SASS/CSS(Optional), Next JS(Optional), PHP.
Preferred to have knowledge in HTML5,jQuery.
Preferred to have experience with MVC frameworks like CodeIgniter
Must have knowledge in AWS,Google cloud Products.
Planning and prototyping new applications.
Testing sites and applications in different browsers and environments.
Problem solving,fixing bugs in existing projects,testing new features thoroughly to ensure they perform the correct task in all cases.
Able to develop ideas and processes and clearly express them.
Strong organizational skills to juggle multiple tasks within the constraints of timelines and budgets with business acumen.
Job Type: Full-time
Salary: ₹30,000.00 - ₹65,000.00 per month
Experience:
work: 3 years (Required)
Education:
Bachelor's (Preferred)",GreenByte Data,102000.0,Annual,Singapore,Singapore
55,Full Stack Developer,project description looking software engineer passion delivery innovative customer facing web application amidst agile development environment working expedia one largest online travel company world get chance use technical skill working interdisciplinary team help build core next generation platform feature bring creativity desire best join u solidify position leader on-line travel ! responsibility participate design development new functionality based business functional requirement participate code review reviewer reviewee provide feedback teammate able work area outside core skill like back end development software testing part cross-engineering team work collaboratively team different location across world help team adopt technology process improve team productivity skill set participate resolution production issue lead effort toward solution skill required required strong experience javascript jquery strong experience java ideally spring similar framework experience html cs experience writing unit test automated integration test javascript framework mocha jasmine chai casper j similar framework experience working distributed team experience agile methodology nice 's javascript framework experience react experience preferred framework backbone angular accepted experience build/deploy pipeline aws experience npm package manager,Vertex Technologies,86500.0,Annual,Singapore,Singapore
56,Java Developer,"Senior Software Developer *
Americo is looking for a Senior Software Developer to join our software development team. The Senior Software Developer will be responsible for the design, development, maintenance, testing and evaluation of new or existing software applications. They will be responsible for the entire application lifecycle from research and design to implementation, training and support. Senior Software Developers are often given more complex tasks and aid with research and design on difficult or time sensitive projects or issues. They are also tasked with mentoring other Software Developers.

The Senior Software Developer will work closely with their leadership in understanding requirement and project timelines. They will also work with Software Developers to help ensure best practices and sound technical decisions are made, and that software designs adhere to architecture specifications and department standards.
KEY RESPONSIBILITIES: *
Develop web applications, web services, and backend processes for both internal and external customers
Design and maintain database structures and stored procedures
Review code written by other developers
Troubleshoot and fix issues with various existing software applications and processes
Create and review software architectures to ensure applications are efficient, scalable, and secure
Help establish and maintain software standards
Participate in and help refine Agile process
DESIRED EXPERIENCE AND ABILITIES: *
Experience designing and developing applications using the .NET Framework and .NET Core
Experience with Agile software development processes and procedures
Experience mentoring Software Developers
Experience with Azure DevOps tools and resources for application lifecycle management and source control
Strong understanding of SOLID design principles
Strong understanding of object-oriented programming and familiarity with various design and architectural patterns
Knowledge of software development and security standards
Knowledge of relational databases, preferably SQL Server
Ability to communicate effectively with both technical and non-technical individuals
Advanced troubleshooting and problem solving skills to resolve defects
EDUCATION: *
Four year college degree or equivalent work experience with a high school education
Job Type: Full-time

Benefits:
401(k)
401(k) matching
Dental insurance
Health insurance
Life insurance
Paid time off
Referral program
Retirement plan
Tuition reimbursement
Vision insurance
Schedule:
Monday to Friday
Supplemental Pay:
Bonus pay
Work Location:
One location",EverGrid Labs,71000.0,Annual,China,Guangzhou
57,PHP Developer,"Roles and responsibilities: *
We are only considering a candidate who has a minimum of 3-5 years of experience in the Laravel framework for Backend and a minimum of 2 years of experience in AngularJS for Front-End.
Develop and manage highly trafficked, highly scalable web properties with PHP using Laravel.
Must have hands-on experience with a PHP framework - Laravel, and AngularJS libraries like jQuery/Prototype/Extjs, etc.
Understand the specifications to define system requirements.
Collaborate and communicate project updates and progress to team members and clients.
Analyse, design, code, debug, test, document, and deploy changes to the system.
What we are looking for: *
Strong coding and design skills
Good command over Data Structures & Algorithms
The ability to produce bug-free and production-grade code. Experienced in developing RESTful Web Services.
Skills we consider PHP, Laravel, AngularJS, JavaScript, Bootstrap, HTML, CSS, MYSQL/NoSQL/MongoDB, Source code management(GitHub/Bitbucket).
This person will be responsible for: *
Leading a Team as Senior Full Stack Developer
Develop Enterprise Applications using PHP, Laravel, OOPs, AngularJS, JavaScript, NoSQL.
Planning, designing Web Applications. Experienced in developing RESTful Web Services.
Interaction with Clients
Quality & Timely Delivery
Helping Team Members on Technical issues
Required Candidate profile*
Extensive experience in development using PHP, Laravel, MySQL, and JavaScript, AngularJS
An eye for Detail & Quality Delivery
Ability to work in a team environment
Must meet the deadline
Knowledge of in developing RESTful Web Services
Mind Good to have experience in Android application development, Ionic Framework, Flutter.
Job Type: Full-time

Salary: ₹400,000.00 - ₹800,000.00 per year

Supplemental Pay:
Commission pay
Performance bonus
Quarterly bonus
Experience:
MongoDB/ MySql: 3 years (Preferred)
ReactJS: 2 years (Preferred)
Angular: 2 years (Preferred)
PHP: 4 years (Preferred)
Android Developement: 1 year (Preferred)
Laravel: 3 years (Preferred)
Location:
Bengaluru, Karnataka (Preferred)
Work Remotely:
Temporarily due to COVID-19",InnoWave Data,7041.67,Monthly,China,Beijing
58,Node js developer,"Key Responsibilities:
Implement Web applications using nodejs and javascript eco system
Translate client requirements to application design, and document
Translate client requirements to application design, and document
Web application low level design, db design, and UX design
Web back end development and SaaS application development
Essential Skillset/s:

Node.js, Express.js, MEANJS, Restful services, JSON,No SQL, Mongo DB, MySQL

Desirable Skill set/s:

Javascript, Angular JS, React JS, Java, AWS

Qualification:

Computer Science Graduates. B.Tech preferred

Work Experience:

Minimum – 2 , Max – 8",HyperNova Consulting,9208.33,Monthly,Singapore,Singapore
59,Node js developer,"Hiring Node JS Developer for a leading engineering services company, a client of Roljobs Technology Services Pvt Ltd.

Work Location: Mumbai

Experience: 3-6 years

Skills Required:
• Node JS
• Angular 2+
• Protractor
• ExpressJS
• RDBMS

Responsibilities Include:
• Building interactive UI design and RESTfully abstract to UI through Node.js backend
• Defining code architecture decisions to support a high-performance and scalable product with a minimal footprint.
• Integrating user-facing elements with backend server side logic
• Writing reusable, testable, and efficient code Design.",HyperNova Software,86000.0,Annual,Singapore,Singapore
60,Network Administrator,"Network Administrator Graduate Min. 2 Years We are looking for a Network
Engineer who will be
responsible for maintaining
and administering our colleges
computer networks. Your
primary duties will include
maintenance of computer
networks, hardware, software,
and other related systems,
performing disaster recovery
operations, protecting data,
software, and hardware from
attacks, and replacing faulty
network hardware components
when necessary. 13-03-2020",LumaCore Ventures,62500.0,Annual,Singapore,Singapore
61,Flutter Developer,"Would you like to be part of an organization driven by enthusiasm and oriented towards global harmony and individual empowerment?
The foothills of the Velliangiri mountains, forty kilometers from the city of Coimbatore in South India, serve as a home for the Isha Yoga Center. The center is dedicated to fostering inner transformation and creating a stable state of well-being in individuals. The large residential facility houses an active international community of brahmacharis, full-time volunteers, and visitors. Every week, thousands of people converge at the center to seek inner peace and well-being, making it a vibrant hub of spiritual growth and activity.

Read more about Isha Foundation...
Purpose of the Job
Developing the latest user-facing features that are fast, scalable
Job Responsibilities
• Develop UI for Sadhguru app
Develop UI for Sadhguru Exclusive website
Build quick proof of concepts for new features
Work closely with backend developers, designers, copywriters, QA, the product team

Would be a big plus if you have:
Start-up experience
Can do UI / UX design
Experience working on the Flutter framework.
Know how to build scalable web apps and how to run them on cloud computing platforms like AWS
Have experience with continuous integration, deployment, and monitoring

Required Competencies
Educational Qualification : Bachelor Degree
Skill Competencies : • Have 2+ years of professional experience in developing high quality React Native / React JS web apps.
Have 4+ years of professional experience with UI technologies.
Have shipped high-quality Android / iOS apps
Write highly reusable React components and know-how to layout with CSS

Experience : 4 ~ 6years
Gender : Any

What do we look for in our candidates?


Entrepeneural Spirit and an egoless nature.

Proven work ethic with utmost integrity and desire to excel and succeed.

Self motivated, passionate, empathetic and approachable.

You love to have fun, but you also take your responsibilities seriously.

Contact us
Phone: (0422) 2515609 / 2515610
Email: hrd@ishafoundation.org
Isha Yoga Center
Velliangiri Foothills
Ishana Vihar Post
Coimbatore – 641 114
Tamil Nadu, India.",Meridian Technologies,7375.0,Monthly,China,Xi'an
62,Database Administrator,announcement number 18-13 court u.s. court appeal first circuit city state boston court website http //www.ca1.uscourts.gov permanent position permanent job grade cl 25-27 minimum salary $ 44711 maximum salary $ 80064 closing date 08/24/2018 position description circuit executive 's office united state court appeal first circuit seek application position programmer/systems administrator information technology department united state court appeal first circuit court review decision district court within first circuit includes district maine massachusetts new hampshire rhode island puerto rico court also review decision federal administrative agency united state tax court bankruptcy appellate panel circuit executive 's office provides policy development administrative technical staff support judge court unit within first circuit position remain open filled preference given application received august 24 2018 programmer/systems administrator performs professional work related designing modifying adapting existing software setting-up maintaining computer system occasional travel may required representative duty include limited coordinating team court staff develop implement application automate court operation ; assisting planning design development acquisition operation integration maintenance various application equipment network operating within first circuit ; creating maintaining enhancing application using variety programming language ; developing custom report multiple department within various court unit ; administering maintaining supporting case management/electronic case filing cm/ecf program ; performing duty assigned qualification minimum qualification knowledge / familiarity following programming language html perl php java javascript vb vbscript xml jason web service ; knowledge / familiarity following technology informix dynamic server sql enterprise server mysql access microsoft window server 2008 linux share point drupal ii apache office 2010 ; least one year specialized work experience closely related work position ha demonstrated particular knowledge skill ability perform duty position preferred qualification bachelor 's degree computer science management information system related discipline preferred ; certification system management database administration also preferred ; experience cm/ecf strongly desired ; ability work independently limited supervision well team environment ; strong organizational skill proven ability prioritize multiple demand meet established deadline commitment ; ability communicate effectively orally writing wide variety people ; attention detail ability exercise common sense good judgment fast-paced environment rapidly shifting priority benefit federal benefit include paid vacation sick leave health benefit life insurance flexible benefit program long-term care retirement benefit tax-deferred saving plan miscellaneous successful candidate subject background check investigation includes fbi fingerprint check condition employment employee retention depends upon favorable suitability determination applicant must united state citizen permanently eligible work united state federal financial management reform act requires direct deposit federal wage court employee required adhere code conduct successful completion six-month probationary period required court appeal employee `` '' employee serve pleasure court court communicate qualified individual invited interview court reserve right modify condition job announcement withdraw announcement either may occur without prior written notice subsequent vacancy similar characteristic position becomes available within reasonable time original announcement court may elect select candidate original qualified applicant pool equal opportunity employer apply submit following document 1 cover letter 2 resume 3 completed ao-78 application federal judicial branch employment version dated 10/09 joanne m. cull human resource administrator office circuit executive u.s. court appeal first circuit john joseph moakley u.s courthouse 1 courthouse way suite 3700 boston 02210 application also accepted via email pdf format ijobs @ ca1.uscourts.gov application form ao-78 available http //www.ca1.uscourts.gov/sites/ca1/files/ao078.pdf note application include requested information deemed incomplete considered,Redwood Networks,4041.67,Monthly,China,Suzhou
63,Software Engineer,"What you bring:
Should have minimum 3 years of relevant experience on C Development.
Good working experience on Unix VI editor.
Good working experience on SQL server database.
Good working experience on Shell Script or Perl Script.
Added bonus if you have:
Knowledge of FIS products and services
Knowledge of the business goals, objectives and business operations for the appropriate FIS organization
Knowledge of financial services industry
Knowledge of basic financial analysis principles and ratios",SilverLine Systems,92000.0,Annual,Singapore,Singapore
64,Machine Learning,"We are looking for highly motivated Machine Learning Engineer who can help us to generate usefule insights from hightly volatiled data of Finance, Healthcare, Real Estate etc. One should be quick learner to build machine-learning solutions to communicate with complex data to make future decisions.

Responsibilities
Work closely with experienced machine learning engineers on detailed requirements and implementation of end-to-end solutions in production.
Conduct hands-on data analysis of complex data, build large-scale machine-learning models and pipelines.
Establish scalable, efficient, automated processes for large-scale data analysis, machine-learning model development, model validation and deployments.
Skills and Experience
M.S. or Bachelor in Computer Science, Machine Learning, Statistics, Applied Mathematics or related discipline
Should be aware with Python, Tensorflow, Pandas, Numpy, Matplotlib or other machine learning tools
Education in computation or other applied mathematics is a big plus
Good communication skills and ability to work with a team
Domain knowledge of Finance, Healthcare, Retail or Real Estate is also a plus.
Are you ready ?

What are you waiting for, if above mentioned job details match to skills, send us your updated resume at hello@crossml.com",CloudHarbor Analytics,116000.0,Annual,China,Nanjing
65,JavaScript Developer,"Job Location- Bangalore
Experience Level- 2 to 3 years
Skills: Angular JS, HTML5, any UI framework, Ionic would be a plus.

Interested candidates can share their resume, current & expected CTCs and notice period.

Job Type: Full-time

Schedule:
Day shift
Experience:
total: 2 years (Required)
Industry:
Software Development
Work Remotely:
No",NexaBridge Solutions,89500.0,Annual,China,Wuhan
66,Software Engineer,"As a member of our Software Engineering Group, we look first and foremost for people who are passionate around solving business problems through innovation and engineering practices. You'll be required to apply your depth of knowledge and expertise to all aspects of the software development lifecycle, as well as partner continuously with your many stakeholders on a daily basis to stay focused on common goals. We embrace a culture of experimentation and constantly strive for improvement and learning. You'll work in a collaborative, trusting, thought-provoking environment-one that encourages diversity of thought and creative solutions that are in the best interests of our customers globally.

This role requires a wide variety of strengths and capabilities, including:
BS/BA degree or equivalent experience
Advanced knowledge of application, data, and infrastructure architecture disciplines
Understanding of architecture and design across all systems
Working proficiency in developmental toolsets
Knowledge of industry-wide technology trends and best practices
Ability to work in large, collaborative teams to achieve organizational goals
Passionate about building an innovative culture
Proficiency in one or more modern programming languages
Understanding of software skills such as business analysis, development, maintenance, and software improvement
Bachelor's degree in engineering or Degree from reputed organization 2. 5+ years of Industry experience, preferably in IT industry. 3. Knowledge of Java/Spring, SQL (Sybase/Oracle), Any caching application, React 4. Strong communication skills, both written and verbal 5.Ability to work collaboratively in teams and develop meaningful relationships to achieve common goals
JPMorgan Chase & Co. is an equal opportunity employer and affirmative action employer Disability/VeteranJPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.

We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.",WestGate Networks,10416.67,Monthly,Singapore,Singapore
67,Database Administrator,stock plan administrator join accounting team san jose ca perform day-to-day activity administrating global equity program role responsible processing stock option releasing restricted stock unit assisting equity stock grant process globally ideal candidate excellent customer service communication skill high level accuracy ability focus detail strong technical skill position individual contributor report manager stock plan administration essential duty responsibility includes following essential duty responsibility duty may also assigned maintain equity edge merrill lynch database ensure accuracy time prepare process stock option restricted stock unit grant cancellation exercise release timely basis employee globally option equity holder assist quarterly stock grant process prepare online equity agreement grant prepare monthly equity reconciliation accounting provide nq iso rsu tax report payroll generate report equity edge database business partner respond ad-hoc request maintain trading blackout period pre-clearance interact transfer agent ensure trade settled timely initiate reconcile dwac transaction provide excellent customer service equity participant level partner across department assist internal external audit investigation relating equity matter assist preparation equity reporting global tax filing perform duty ad hoc project requested qualification bachelor ’ degree required preferably business accounting/finance related field 3+ year equity experience stock option rsus preferred experience etrade ’ equity edge online eeo platform merrill lynch plus able work independently effectively range individual ability maintain strict confidentiality material information able multi-task prioritize work tight deadline strong analytical skill accuracy attention detail required strong organization skill good work ethic excellent written verbal communication skill cep candidate plus super micro computer inc. supermicro® nasdaq smci leading innovator high-performance high- efficiency server technology premier provider advanced server building block solutions® data center cloud computing enterprise hadoop/big data hpc embedded system worldwide supermicro committed protecting environment “ keep green® ” initiative provides customer energy-efficient environmentally-friendly solution available market,SkyFoundry Software,36500.0,Annual,China,Hangzhou
68,Software Engineer,"NICE Actimize is currently seeking a technical, hands-on, customer-focused Production Support Engineer to join our growing Cloud team. This person will be responsible for leading client projects on the Cloud

Key Responsibilities
Perform operational duties including database backups, application server health, service recycling
Identify and resolve operational issues (e.g. batch failures, network issues, client data feed errors)
Monitor server performance, memory utilization, CPU, file systems, databases, batch jobs
Maintain operational documentation, e.g. incident tracking and run books.
Produce metric reports including daily production status.
Review Client support tickets and requests under service SLAs
Resolve level 2 and level 3 issues (i.e. application support, DBs and data center related issues). Document issues in customer support portal.
Provide on-call off hour support and work during non-prime shift hours
Qualifications
3 to 6 years’ experience in production support experience in with Cloud-Based hosting administration, management and performance tuning under high availability SLA environment
Experience with AWS is a bonus
Knowledge in Actimize solutions is a bonus
Experience with Unix, Linux, Windows, Tomcat, SSH, PGP and basic scripting skills
Experience with SQL Server, Oracle and MySQL
Proficiency with Perl/Windows scripting and regular expressions
Experience with and understanding of complex process and data flow
Ability to effectively and proactively communicate (both written and verbal) to various Actimize groups and Actimize clients on a daily basis
Experience with application debugging, performance, scalability
Familiarity with standard application security compliance best practices
Knowledge of fault detection and resolution processes
Experience working successfully independently and with other team members as well as developers
Ability to multi-task as required and provide rapid support in production
Must be able to provide on-call off hour support and work during non-prime shift hours",SkyFoundry Solutions,6250.0,Monthly,Singapore,Singapore
